id130,title,rank,province,alt,modern,description,country,batlas,awmc,dare,darmc,hanson,orbis,PECS,pleiades,topostext,TTPlace,trismegistos,vici,wikidata,wikipedia:en,start,latlon,lon,lat
4200,Philoteria,8,Iudaea,"Tel Bet Yerah, Khirbet el-Kerak",,"An ancient settlement, represented by a massive mound located on the southern coast of the Sea of Galilee, now partly covered by modern structures. Recurrent periods of habitation on the site date from at least the third milennium BCE to Islamic times.",Israel,69 C4,142967,28256,24249,,,,678333,,,,,2063503,,-3000,"32.713858,35.573386",35.573386,32.713858
4201,Philoteris,8,Aegyptus,,,"An ancient place, cited: BAtlas 75 C2 Philoteris",Egypt,75 C2,145748,28603,24250,,,,737010,293304UPhi,,1780,,42834453,,-330,"29.383026,30.467953",30.467953,29.383026
4202,Phlaouia Lambris,8,Hispania Tarraconensis,,,"An ancient place, cited: BAtlas 24 C1 Phlaouia Lambris",Spain,24 C1,135087,33676,29913,,,,236600,,,,15781,,,-30,"43.284743,-8.058923",-8.058923,43.284743
4203,Phlason,8,Cyprus,*Phlason,,"An ancient place, cited: BAtlas 72 B2 *Phlason",Cyprus,72 B2,163901,28438,20201,,,,707610,,,,,,,-30,"35.06169,32.891251",32.891251,35.06169
4204,Phlya,8,Achaia,,Chalandri,"An ancient place, cited: BAtlas 59 C2 Phlya",Greece,59 C2,138231,31179,31316,,,,580076,380238DPhl,,,,13424335,,-550,"38.0262565,23.806835",23.806835,38.0262565
4205,Phlygonion,8,Achaia,Phlygonion?,Ano Tseresi,"An ancient place, cited: BAtlas 55 D4 Phlygonion?",Greece,55 D4,141667,29441,24254,,,,541047,385227PPhl,,,,16261484,,-550,"38.474777,22.740687",22.740687,38.474777
4206,Phoebiana,8,Raetia,,,"An ancient place, cited: BAtlas 12 D4 Phoebiana",Germany,12 D4,156896,1973,24257,,,,118904,,,28142,1553,1392094,,-30,"48.561582,10.409149",10.409149,48.561582
4207,Phoinike,8,Lycia et Pamphylia,,,"An ancient place, cited: BAtlas 65 B5 Phoinike",Türkiye,65 B5,150845,27792,24258,,,,639053,,,,,,,-550,"36.264588,29.421226",29.421226,36.264588
4208,Phoinike 2,8,Epirus,,,"An ancient place, cited: BAtlas 54 B2 Phoinike 2",Albania,54 B2,134804,31627,24260,,,,531062,,,,,,,-30,"39.912082,20.119647",20.119647,39.912082
4209,Phoinikon Kome,8,,,,"An ancient place, cited: BAtlas 83 B5 Phoinikon Kome",Saudi Arabia,83 B5,139613,30696,31188,,,,814719,,,,,,,-330,"26.228772,36.469062",36.469062,26.228772
4210,Phoinikous,8,Achaia,,,"An ancient place, cited: BAtlas 58 B4 Phoinikous",Greece,58 B4,162438,,,,,,570605,368218UPho,,,,,,-750,"36.806,21.804",21.804,36.806
4211,Phoinix,8,Creta et Cyrenaica,,,Phoinix was an ancient coastal city of western Crete that served as the port of inland Anopolis and also of later Aradena.,Greece,60 B2,155564,41479,,,,phoinix-1,589993,352241UPho,,,,,,-550,"35.1991902,24.0782801",24.0782801,35.1991902
4212,Phoinix,8,Creta et Cyrenaica,Phoinix?,,"An ancient place, cited: BAtlas 60 B2 Phoinix?",Greece,60 B2,160387,41478,,,,,589994,352243UPho,,,,97341098,,-550,"35.1866272,24.3466822",24.3466822,35.1866272
4213,Phoinix,8,Asia,,,An ancient city of Caria located on the Loryma peninsula southwest of Marmaris.,Türkiye,61 G4,134454,,,,,,599883,,,,,,,-330,"36.63333,28.11667",28.11667,36.63333
4214,Phoinix,8,Lycia et Pamphylia,,,"An ancient place, cited: BAtlas 65 D5 Phoinix",Türkiye,65 D5,150846,27793,11428,,,,639056,,,,,,,-30,"36.292959,30.139016",30.139016,36.292959
4215,Phokai,8,Achaia,Phokai?,,"An ancient place, cited: BAtlas 55 E3 Phokai?",Greece,55 E3,143174,29442,24262,,,,541050,385233UPho,,,,7186628,,-550,"38.503192,23.324625",23.324625,38.503192
4216,Pholegandros,8,Achaia,Pholegandros ,,An ancient settlement on the island of Pholegandros in the Creticum Mare. Located at the modern village of Chora (Palaiokastro).,Greece,60 C5,139268,,34185,,,,589995,,,,,65231848,,-750,"36.6265598481,24.9198600473",24.9198600473,36.6265598481
4217,Phora,8,,‘Phlorianon’?,,"An ancient place, cited: BAtlas 89 E2 Phora/‘Phlorianon’?",Türkiye,89 E2,160729,32805,32061,,,,874647,,,,,,,-30,"38.41012,42.158099",42.158099,38.41012
4218,Phornakis,8,Hispania Baetica,,,"An ancient place, cited: BAtlas 26 D3 Phornakis",Spain,26 D3,138251,31305,29854,,,,256362,,,,15766,,,-30,"38.507411,-6.180009",-6.180009,38.507411
4219,Phosphorus,8,Thracia,,,"An ancient place, cited: BAtlas 53 B2 Phosphorus",Türkiye,53 B2,144114,31494,15132,,,,521120,,,,,11239541,,-30,"41.196606,29.086446",29.086446,41.196606
4220,Photike,8,Epirus,,,"An ancient place, cited: BAtlas 54 B3 Photike",Greece,54 B3,138720,31629,24264,,,,531064,395205UPho,,,,110935607,,-30,"39.482048,20.496254",20.496254,39.482048
4221,Phragonis,8,Aegyptus,,,"An ancient place, cited: BAtlas 74 D2 Phragonis",Egypt,74 D2,136998,28505,24265,,,,727201,,,,,3708127,,-30,"31.247944,30.934522",30.934522,31.247944
4222,Phrearroi,8,Achaia,,E Olymbos,"An ancient place, cited: BAtlas 59 C3 Phrearroi",Greece,59 C3,139749,31180,31317,,,,580077,378240DPhr,,,,13465004,,-550,"37.781471,23.955278",23.955278,37.781471
4223,Phreatto,8,Achaia,Phreatto?,,"An ancient place, cited: BAtlas 59 B3 Phreatto?",Greece,59 B3,167237,31181,31318,,,,580078,379237UPhr,,,,24040803,,-550,"37.93452,23.651131",23.651131,37.93452
4224,Phrixa,8,Achaia,Phrixa(i),,"An ancient place, cited: BAtlas 58 B2 Phrixa(i)",Greece,58 B2,150812,31048,24267,,,,570609,376217UPhr,,,,5505071,,-750,"37.635009,21.71145",21.71145,37.635009
4225,Phthochis,8,Aegyptus,,,"An ancient place, cited: BAtlas 75 D3 Phthochis",Egypt,75 D3,137776,28604,24270,,,,737011,,,,,,,-30,"28.534079,30.749598",30.749598,28.534079
4226,Phua,8,Mauretania Caesariensis,*Phua,,"An ancient place, cited: BAtlas 31 E4 *Phua",Algeria,31 E4,140766,28006,24271,,,,305131,,,,,112225669,,-30,"36.32857,6.406157",6.406157,36.32857
4227,Phygela,8,Asia,P(h)ygela,,"An ancient place, cited: BAtlas 61 E2 P(h)ygela",Türkiye,61 E2,153041,22782,,,,,599887,379273UPhy,,,,17266554,,-550,"37.862209,27.263729",27.263729,37.862209
4228,Phykous,8,Creta et Cyrenaica,,,"An ancient place, cited: BAtlas 38 C1 Phykous",Libya,38 C1,163631,27257,24272,,,,373872,329216HPhy,,,60210,104884339,,-330,"32.919182,21.631788",21.631788,32.919182
4229,Phylake,8,Achaia,,Filaki,"An ancient place, cited: BAtlas 55 D2 Phylake",Greece,55 D2,164156,29443,15550,,,,541053,393228PPhy,,,,1247052,,-750,"39.289349,22.762367",22.762367,39.289349
4230,Phylake,8,Achaia,,,"An ancient place, cited: BAtlas 58 C3 Phylake",Greece,58 C3,154047,31049,15538,,,,570610,373225PPhy,,,,60790436,,,"37.331323,22.450723",22.450723,37.331323
4231,Phyllos,8,Achaia,,,"An ancient place, cited: BAtlas 55 C2 Phyllos",Greece,55 C2,157898,29444,24273,,,,541056,394222UPhy,,,,16567947,,-750,"39.399479,22.204979",22.204979,39.399479
4232,Physkeis,8,Achaia,,,"An ancient place, cited: BAtlas 55 C4 Physkeis",Greece,55 C4,157899,22830,24274,,,,541057,384222UPhy,,,,108411963,,-750,"38.448897,22.246744",22.246744,38.448897
4233,Physkos,8,Asia,,,"An ancient place, cited: BAtlas 61 G4 Physkos",Türkiye,61 G4,147626,29034,24275,,,,599888,369283UPhy,,,,6090071,,-550,"36.863121,28.276899",28.276899,36.863121
4234,Phystion,8,Achaia,,,"An ancient place, cited: BAtlas 55 B3 Phystion",Greece,55 B3,164157,29445,24276,,,,541058,386216UPhy,,,,,,-750,"38.599638,21.590774",21.590774,38.599638
4235,Phytaion,8,Achaia,,,"An ancient place, cited: BAtlas 55 B4 Phytaion",Greece,55 B4,133324,29446,24277,,,,541059,385216UPhy,,,,16642654,,-330,"38.490175,21.612658",21.612658,38.490175
4236,Pialeia,8,Achaia,,,"An ancient place, cited: BAtlas 55 B1 Pialeia",Greece,55 B1,147690,29447,24279,,,,541060,396216UPia,,,33531,60790444,,-550,"39.644775,21.625416",21.625416,39.644775
4237,Picus,8,Africa Proconsularis,,,"An ancient place, cited: BAtlas 32 D3 Picus",Tunisia,32 D3,149539,23768,15133,,,,315114,,72,,3291,1269775,,-330,"36.615628,9.142701",9.142701,36.615628
4238,Pillitokome,8,Galatia et Cappadocia,*Pillitokome,,"An ancient place, cited: BAtlas 63 B3 *Pillitokome",Türkiye,63 B3,157425,27624,24287,,,,619239,,,,34416,34399114,,-30,"38.688014,32.7179",32.7179,38.688014
4239,Pimolisa,8,Galatia et Cappadocia,,,"A fortified town of Paphlagonia on the Halys river, Pimolisa had been destroyed by Strabo's time. The district retained a memory of its name, however.",Türkiye,86 E3,147413,27526,24289,,,,845039,,,,38167,85793338,,-330,"40.9780582,34.8062245",34.8062245,40.9780582
4240,Pimpleia,8,Macedonia,,2 miles S Dion,"An ancient place, cited: BAtlas 50 B4 Pimpleia",Greece,50 B4,149085,32150,24290,,,,491697,401225UPim,,,,7194716,,-330,"40.143408,22.493148",22.493148,40.143408
4241,Pinaka,8,,Phaenica,,"An ancient place, cited: BAtlas 89 E3 Pinaka/Phaenica",Türkiye,89 E3,146596,32806,32553,,,,874648,,,,,,,-330,"37.445274,42.052515",42.052515,37.445274
4242,Pindos,8,Achaia,Akyphas,,A town that was part of the tetrapolis of Doris in ancient Greece.,Greece,55 C3,157868,29292,21286,,,,540618,387224PAky,,,,3294746,,-750,"38.685487,22.379868",22.379868,38.685487
4243,Pingea,8,Asia,*Pingea,,"An ancient place, cited: BAtlas 56 F3 *Pingea",Türkiye,56 F3,161617,27344,24291,,,,550831,,,,,19138151,,-30,"38.980416,27.68695",27.68695,38.980416
4244,Pionia,8,Asia,Pionia(i),Gömeniç,"An ancient place, cited: BAtlas 56 F2 Pionia(i)",Türkiye,56 F2,167399,27345,24293,,,,550832,396276UPio,,,,16737855,,-550,"39.626196,27.579568",27.579568,39.626196
4245,Piquentum,8,Italia,,Buzet,"An ancient place, cited: BAtlas 20 A4 Piquentum",Croatia,20 A4,166754,13855,24294,,,,197438,,,,21043,695767,,-330,"45.406399,13.969415",13.969415,45.406399
4246,Piranum,8,Italia,,,"An ancient place, cited: BAtlas 20 A4 Piranum",Slovenia,20 A4,154421,26368,24295,,,,197439,,,,21048,1382,Piran,-330,"45.528129,13.568078",13.568078,45.528129
4247,Pisais,8,Aegyptus,,,"An ancient place, cited: BAtlas 75 D2 Pisais",Egypt,75 D2,137777,28606,24297,,,,737015,,,1836,,10643811,,-30,"29.355851,30.6756",30.6756,29.355851
4248,Pisarissos,8,Lycia et Pamphylia,*Pisarissos,,"An ancient place, cited: BAtlas 65 G4 *Pisarissos",Türkiye,65 G4,134289,27794,11351,,,,639059,,,,,65053270,,-30,"36.660868,31.728062",31.728062,36.660868
4249,Piscenae,8,Gallia Narbonensis,,,"An ancient place, cited: BAtlas 15 A3 Piscenae",France,15 A3,145985,11103,15553,,,,148158,,,20840,,,,-750,"43.459976,3.423558",3.423558,43.459976
4250,Pisilis,8,Asia,Panormos?,,"An ancient place, cited: BAtlas 65 A4 Pisilis/Panormos?",Türkiye,65 A4,147478,27795,24299,,,,639061,,,,,,,-330,"36.7030025,28.697899",28.697899,36.7030025
4251,Pisoraca,8,Hispania Tarraconensis,,,"An ancient place, cited: BAtlas 24 G2 Pisoraca",Spain,24 G2,165062,33677,13451,,,,236603,,,,3567,5776545,,-30,"42.594547,-4.33076",-4.33076,42.594547
4252,Pisourgia,8,Cilicia,,,"An ancient place, cited: BAtlas 66 C4 Pisourgia",Türkiye,66 C4,146050,30317,20205,,,,648738,,,,,,,-30,"36.164142,33.467613",33.467613,36.164142
4253,Pissia,8,Galatia et Cappadocia,,,"An ancient place, cited: BAtlas 62 G5 Pissia",Türkiye,62 G5,161110,30905,11261,,,,609504,,,,,115533641,,-30,"38.25813,31.542903",31.542903,38.25813
4254,Pisye,8,Asia,,,"An ancient place, cited: BAtlas 61 G3 Pisye",Türkiye,61 G3,161957,23699,24301,,,,599892,372283UPis,,,,65068461,,-330,"37.18655,28.287227",28.287227,37.18655
4255,Pitane,8,Asia,,Çandarlı,"An ancient place, cited: BAtlas 56 D4 Pitane",Türkiye,56 D4,137528,21427,24302,,,,550833,389269PPit,,,27982,752699,Pitane_(Aeolis),-750,"38.928297,26.937453",26.937453,38.928297
4256,Pitheci Portus,8,Thracia,,Kalender Köşkü,"An ancient place, cited: BAtlas 53 B2 Pitheci Portus",Türkiye,53 B2,142144,31495,34121,,,,521122,,,,,64995661,,-30,"41.129578,29.061516",29.061516,41.129578
4257,Pitinum,8,Italia,,,An ancient center of the Vestini.,Italy,42 E4,166274,17242,28127,,,,413260,,1195,,1687,3901151,,-30,"42.348273,13.377905",13.377905,42.348273
4258,Pitonia,8,Italia,Pitonia?,,"An ancient place, cited: BAtlas 44 D2 Pitonia?",Italy,44 D2,151139,26590,28775,,,,433028,,,,59169,13568837,,-330,"41.99175,13.440554",13.440554,41.99175
4259,Pitru,8,Syria,,,A town mentioned in Neo-Assyrian sources; it is generally identified with Aušur ar-Rafi'a (Tell Aušerīya).,Syria,,,,,,,,771224407,,,,,,,-1000,"36.6575505,38.07126315",38.07126315,36.6575505
4260,Pituntium,8,Dalmatia,,,"An ancient place, cited: BAtlas 20 D6 Pituntium",Croatia,20 D6,144349,17958,24304,,,,197441,,,,20860,7199541,,-30,"43.484422,16.552733",16.552733,43.484422
4261,Pityous,8,,,Pitsunda,"An ancient place, cited: BAtlas 87 F1 Pityous",Abkhazia,87 F1,160335,21794,,,,,857283,432403UPit,,,7444,211318,Pitsunda,-300,"43.1615905,40.333311",40.333311,43.1615905
4262,Placia,8,,Palakion,,"According to Vysotskaya 1994, the unlocated Palakion/Placia is to be placed at the Ust Alma township. BAtlas silently rejected this assertion, keeping the two entities distinct.",Russia,23,139109,,,,,,229578,,,,,,,-330,"44.843823601,33.5886749429",33.5886749429,44.843823601
4263,Plakia,8,Asia,,,"An ancient place, cited: BAtlas 52 C4 Plakia",Türkiye,52 C4,134057,31417,34178,,,,511366,404283UPla,,,,17625216,,-550,"40.397648,28.27741",28.27741,40.397648
4264,Planina,8,Italia,,,"An ancient place, cited: BAtlas 42 E2 Planina",Italy,42 E2,159217,25255,28128,,,,413263,,,32687,59532,532704,,-550,"43.485376,13.161432",13.161432,43.485376
4265,Plarasa,8,Asia,,,"An ancient place, cited: BAtlas 65 A2 Plarasa",Türkiye,65 A2,135251,27797,24314,,,,639063,,,,,57490708,,-30,"37.623843,28.634407",28.634407,37.623843
4266,Platane,8,Syria,"Platanos?, Platane?",,"An ancient place, cited: BAtlas 69 C2 Platanos?/Platane?",Lebanon,69 C2,134366,28257,24315,,,,678336,,,,,10350589,,-330,"33.763156,35.518736",35.518736,33.763156
4267,Platanoi,8,Syria,‘Pictanus’,,"An ancient place, cited: BAtlas 67 C4 Platanoi/‘Pictanus’",Türkiye,67 C4,146011,23407,13452,,,,658573,,2371,,2339,,,-30,"36.488437,36.19513",36.19513,36.488437
4268,Platanous,8,Cilicia,,,"An ancient place, cited: BAtlas 66 B4 Platanous",Türkiye,66 B4,146051,30318,10858,,,,648741,,,,,,,-30,"36.056338,32.69032",32.69032,36.056338
4269,Platea,8,Hispania Tarraconensis,,,"An ancient place, cited: BAtlas 25 D4 Platea",Spain,25 D4,154773,18327,13453,,,,246564,,,,15722,6158704,,-30,"41.354379,-1.647023",-1.647023,41.354379
4270,Plateia,8,Aegyptus,,Gasr el-Bomba,"An ancient place, cited: BAtlas 38 E1 Plateia",Libya,38 E1,152468,27258,20289,,,,373874,324231IPla,,,,106417982,,-750,"32.396464,23.122173",23.122173,32.396464
4271,Pleuramis,8,Galatia et Cappadocia,‘Ptemari’?,,"An ancient place, cited: BAtlas 87 A4 Pleuramis/‘Ptemari’?",Türkiye,87 A4,145592,23530,20207,,,,857284,,2261,,3308,,,-30,"40.103363,35.559664",35.559664,40.103363
4272,Plinnena,8,Lycia et Pamphylia,*Plinnena,,"An ancient place, cited: BAtlas 65 D1 *Plinnena",Türkiye,65 D1,157468,27798,20208,,,,639064,,,,,,,-30,"38.047144,30.354744",30.354744,38.047144
4273,Ploketta,8,Bithynia et Pontus,*Ploketta,,"An ancient place, cited: BAtlas 52 F4 *Ploketta",Türkiye,52 F4,151698,31418,15137,,,,511367,,,,,65045249,,-30,"40.422294,29.77988",29.77988,40.422294
4274,Plomma,8,Galatia et Cappadocia,*Plomma,,"An ancient place, cited: BAtlas 63 B2 *Plomma",Türkiye,63 B2,157426,27626,24324,,,,619241,,,,34417,110319958,,-30,"39.068613,32.745704",32.745704,39.068613
4275,Plotheia,8,Achaia,,,"An ancient place, cited: BAtlas 59 C2 Plotheia",Greece,59 C2,164542,22937,31320,,,,580082,381239DPlo,,,,13526339,,-550,"38.1264245,23.876728",23.876728,38.1264245
4276,Plotinopolis,8,Thracia,Plotino(u)polis,,"A Roman settlement located to the immediate southeast of modern Didymoteicho, Greece, Plotinopolis was founded by the Roman emperor Trajan, in honor of his wife Plotina.",Greece,51 G2,139948,23337,24326,,,,501572,414265UPlo,2019,,,11942094,,-140,"41.358625,26.499702",26.499702,41.358625
4277,Plouristreia,8,Galatia et Cappadocia,*Plouristreia,,"An ancient place, cited: BAtlas 62 E5 *Plouristreia",Türkiye,62 E5,134032,30906,24328,,,,609505,,,,,,,-30,"38.2103,30.592784",30.592784,38.2103
4278,Plumbia,8,Italia,,,"An ancient place, cited: BAtlas 39 D2 Plumbia",Italy,39 D2,166125,18705,24329,,,,383743,,,,59045,3672172,,-30,"45.652008,8.633496",8.633496,45.652008
4279,Pnigeus,8,Aegyptus,,,"An ancient place, cited: None",Egypt,73 E2,165381,28466,20209,,,,716624,310279UPni,,,,,,-330,"31.061579,27.96817",27.96817,31.061579
4280,Pocrinium,8,Gallia Lugdunensis,Pocrinium?,,"An ancient place, cited: BAtlas 18 A3 Pocrinium?",France,18 A3,133750,1479,24334,,,,177605,,683,,3294,475418,,-330,"46.480494,3.978186",3.978186,46.480494
4281,Podalia,8,Lycia et Pamphylia,,,"An ancient place, cited: BAtlas 65 D4 Podalia",Türkiye,65 D4,157469,22676,24335,,,,639065,367300UPod,,,62042,1116048,,-330,"36.685542,30.0502865",30.0502865,36.685542
4282,Podandus,8,Cilicia,,,"An ancient place, cited: BAtlas 66 F2 Podandus",Türkiye,66 F2,146052,23569,13036,,,,648742,,2324,,2315,64368073,,-2000,"37.425804,34.891173",34.891173,37.425804
4283,Pogla,8,Lycia et Pamphylia,,,"An ancient place, cited: BAtlas 65 D3 Pogla",Türkiye,65 D3,166620,21553,24342,,,,639066,,,34719,60032,2100538,Pogla,-330,"37.301977,30.2599525",30.2599525,37.301977
4284,Pogon,8,Achaia,,,"An ancient place, cited: BAtlas 58 E2 Pogon",Greece,58 E2,142024,,,,,,570622,378233HPog,,,,10635715,,-750,"37.508000,23.401000",23.401,37.508
4285,Poidikon,8,Noricum,,,"An ancient place, cited: BAtlas 20 C2 Poidikon",Austria,20 C2,140038,6335,24347,,,,197447,,,28396,,259893,,-30,"47.410494,15.269071",15.269071,47.410494
4286,Poiessa,8,Achaia,,,"An ancient place, cited: BAtlas 58 G2 Poiessa",Greece,58 G2,151565,31051,34186,,,,570623,376243PPoi,,,26375,16617751,,-750,"37.599492,24.277992",24.277992,37.599492
4287,Poikilasion,8,Creta et Cyrenaica,,,"An ancient place, cited: BAtlas 60 A2 Poikilasion",Greece,60 A2,151082,28835,24348,,,,589999,352239UPoi,,,23241,3561304,,-550,"35.242183,23.879076",23.879076,35.242183
4288,Poimanenon,8,Asia,,Alexa,"An ancient place, cited: BAtlas 52 B4 Poimanenon",Türkiye,52 B4,143473,21539,15505,,,,511368,401277UPom,2214,34556,3287,65043966,,-30,"40.07897,27.892299",27.892299,40.07897
4289,Pokis,8,Aegyptus,,,"An ancient place, cited: BAtlas 77 D2 Pokis",Egypt,77 D2,155070,28725,24349,,,,756626,,,,,104900565,,-30,"27.399977,30.83331",30.83331,27.399977
4290,Polemonion,8,Galatia et Cappadocia,Side,,"An ancient place, cited: BAtlas 87 C3 Polemonion/Side",Türkiye,87 C3,161723,21233,24352,,,polemonion,857285,410375UPol,2242,41389,2298,,,-330,"41.028521,37.511511",37.511511,41.028521
4291,Polibedenses,8,Lusitania,,,"An ancient place, cited: BAtlas 24 E4 Polibedenses",Spain,24 E4,152220,40186,29914,,,,236607,,,,,1049927,,-30,"41.039387,-6.278403",-6.278403,41.039387
4292,Polichne,8,Achaia,,,"An ancient place, cited: BAtlas 58 B3 Polichne",Greece,58 B3,144005,31053,13046,,,,570625,373218UPol,,,37782,48781606,,,"37.29595,21.823641",21.823641,37.29595
4293,Polis,8,Achaia,,,"An ancient place, cited: BAtlas 55 C4 Polis",Greece,55 C4,162039,29448,24353,,,,541065,384221UPol,,,29885,111274197,,-550,"38.385293,22.071864",22.071864,38.385293
4294,Polydeukia,8,Aegyptus,,,"An ancient place, cited: BAtlas 75 D2 Polydeukia",Egypt,75 D2,161857,28607,24356,,,,737018,,,,,,,-330,"29.333647,30.635694",30.635694,29.333647
4295,Polyetta,8,Lycia et Pamphylia,*Polyetta,,"An ancient place, cited: BAtlas 65 C3 *Polyetta",Türkiye,65 C3,148733,27799,20210,,,,639067,,,,34457,,,-30,"37.4342875,29.9241485",29.9241485,37.4342875
4296,Polyntena,8,Galatia et Cappadocia,*Polyntena,,"An ancient place, cited: BAtlas 62 D5 *Polyntena",Türkiye,62 D5,134680,30908,20290,,,,609507,,,,34442,,,-30,"38.222007,30.420985",30.420985,38.222007
4297,Pomaria,8,Mauretania Caesariensis,,,"An ancient place, cited: BAtlas 29 D2 Pomaria",Algeria,29 D2,163557,27021,24360,,,,285501,,,,12925,10707325,,-30,"34.879198,-1.315291",-1.315291,34.879198
4298,Pompeiopolis,8,Bithynia et Pontus,Sebaste,Taşköprü,"Pompeiopolis/Sebaste, in Paphlagonia, was founded under Pompeius in 64 B.C. in the valley of the Amnias river.",Türkiye,86 E2,166130,21209,24363,,,,845041,415342UPom,2119,,2249,1899754,Pompeiopolis,-330,"41.51979,34.166345",34.166345,41.51979
4299,Pons Dubris,8,Gallia Lugdunensis,,,"An ancient place, cited: BAtlas 18 C3 Pons Dubris",France,18 C3,140521,7793,24365,,,,177607,,927,,2824,,,-330,"46.924983,5.11052",5.11052,46.924983
4300,Pontanena,8,Asia,*Pontanena,,"An ancient place, cited: BAtlas 62 E3 *Pontanena",Türkiye,62 E3,134033,30909,24369,,,,609508,,,,,85793927,,-30,"39.352264,30.526799",30.526799,39.352264
4301,Pontes,8,Gallia Belgica,,,A place mentioned in the Antonine Itinerary (Pontibus). Scholars tentatively associate it with modern Ponches-Estruval in France's Somme department.,France,11 B2,165155,2015,,,,,109255,,,,,1442761,,-30,"50.3100243,1.8933262",1.8933262,50.3100243
